6574,EveofDestruction(1991),Action,Sci-Fi,Thriller,,,,,
6575,Gator(1976),Action,Drama,,,,,,
6576,Juggernaut(1974),Action,Thriller,,,,,,
6577,Kickboxer2,,,,,,,,
6578,KissMe,Stupid(1964),Comedy,,,,,,,
6579,One,Two,Three(1961),Comedy,,,,,,,
6580,PossibleLoves(AmoresPossíveis)(2000),Comedy,Romance,,,,,,
6581,PrivateLifeofSherlockHolmes,The(1970),Comedy,Drama,Mystery,,,,,
6582,RemoWilliams,,,,,,,,
6583,BloodofHeroes,The(1988),Action,Sci-Fi,,,,,,
6584,What'sUp,TigerLily?(1966),Adventure,Comedy,Crime,Thriller,,,,
6585,WhiteLightning(1973),Action,Crime,Drama,,,,,
6586,AmericanWedding(2003),Comedy,,,,,,,
6587,Gigli(2003),Action,Crime,Drama,,,,,
6588,AndNow...LadiesandGentlemen(2002),Romance,Thriller,,,,,,
6589,BoysLife4,,,,,,,,
6590,I'llBeThere(2003),Comedy,Musical,Romance,,,,,
6591,MagdaleneSisters,The(2002),Drama,,,,,,,
6592,SecretLivesofDentists,The(2002),Drama,,,,,,,
6593,FreakyFriday(2003),Comedy,Drama,,,,,,
6594,Seaside(BorddeMer)(2002),Drama,,,,,,,
6595,S.W.A.T.(2003),Action,Thriller,,,,,,
6596,Divorce,Le(2003),Comedy,Drama,Romance,,,,,
6597,PrincessBlade,The(ShuraYukihime)(2001),Action,Sci-Fi,,,,,,
6598,StepIntoLiquid(2002),Documentary,,,,,,,
6599,Accattone(1961),Drama,,,,,,,
6600,...AndGodSpoke(1993),Comedy,,,,,,,
6601,BigTrouble(1986),Comedy,,,,,,,
6602,BrainDamage(1988),Comedy,Horror,,,,,,
6603,DoubleLife,A(1947),Crime,Drama,Film-Noir,,,,,
6604,HawksandSparrows(UccellaccieUccellini)(1966),Comedy,,,,,,,
6605,ManintheGlassBooth,The(1975),Drama,,,,,,,
6606,Purpose(2002),Drama,,,,,,,
6607,RedPony,The(1949),Drama,,,,,,,
6608,Sex&theOtherMan(1996),Comedy,Drama,,,,,,
6609,GospelAccordingtoSt.Matthew,The(IlVangelosecondoMatteo)(1964),Drama,,,,,,,
6610,HoneymoonKillers,The(1970),Crime,Thriller,,,,,,
6611,UmbertoD.(1952),Drama,,,,,,,
6612,Brother'sKeeper(1992),Documentary,,,,,,,
6613,DayoftheDolphin,The(1973),Drama,,,,,,,
6614,ILoveYoutoDeath(1990),Comedy,Crime,,,,,,
6615,FreddyVs.Jason(2003),Action,Horror,Thriller,,,,,
6616,Grind(2003),Action,Comedy,,,,,,
6617,OpenRange(2003),Western,,,,,,,
6618,ShaolinSoccer(Siulamjukkau)(2001),Action,Comedy,,,,,,
6619,UptownGirls(2003),Comedy,,,,,,,
6620,AmericanSplendor(2003),Comedy,Drama,,,,,,
6621,Backyard,The(2002),Documentary,,,,,,,
6622,Carnages(a.k.a.Carnage)(2002),Drama,,,,,,,
6623,Passionada(2002),Comedy,Romance,,,,,,
6624,AgentCodyBanks(2003),Action,Adventure,Children,Fantasy,,,,
6625,CampNowhere(1994),Adventure,Children,Comedy,,,,,
6626,CemeteryClub,The(1993),Comedy,Drama,Romance,,,,,
6627,ChangingHabits(1997),Comedy,Drama,,,,,,
6628,HotDog...TheMovie(1984),Comedy,,,,,,,
6629,HouseofWax(1953),Crime,Horror,Mystery,Thriller,,,,
6630,InnoftheSixthHappiness,The(1958),Adventure,Drama,,,,,,
6631,Man'sBestFriend(1993),Horror,Sci-Fi,Thriller,,,,,
6632,OfUnknownOrigin(1983),Horror,,,,,,,
6633,PrinceofJutland(a.k.a.RoyalDeceit)(1994),Drama,,,,,,,
6634,RowingwiththeWind(Remandoalviento)(1988),Drama,Romance,,,,,,
6635,RachelPapers,The(1989),Drama,Romance,,,,,,
6636,SureThing,The(1985),Comedy,Romance,,,,,,
6637,Thrashin'(1986),Action,Drama,,,,,,
6638,ValleyGirl(1983),Comedy,Romance,,,,,,
6639,WaitUntilDark(1967),Drama,Horror,Thriller,,,,,
6640,WheretheRiversFlowNorth(1993),Drama,,,,,,,
6641,CodeUnknown(Codeinconnu,,,,,,,,
6642,ShowdowninLittleTokyo(1991),Action,Crime,,,,,,
6643,TokyoStory(Tôkyômonogatari)(1953),Drama,,,,,,,
6644,GreenRay,The(Rayonvert,Le)(1986),Drama,Romance,,,,,,
6645,THX1138(1971),Adventure,Drama,Sci-Fi,,,,,
6646,ValleyoftheDolls(1967),Drama,,,,,,,
6647,BusinessofFancydancing,The(2002),Drama,,,,,,,
6648,Chunhyang(2000),Drama,Musical,Romance,,,,,
6649,TunesofGlory(1960),Drama,,,,,,,
6650,KindHeartsandCoronets(1949),Comedy,Drama,,,,,,
6651,AshWednesday(2002),Crime,Drama,,,,,,
6652,JoeKidd(1972),Western,,,,,,,
6653,Keep,The(1983),Horror,Thriller,,,,,,
6654,Atragon(KaiteiGunkan)(1963),Adventure,Sci-Fi,,,,,,
6655,Mysterians,The(ChikyuBoeigun)(1957),Sci-Fi,,,,,,,
6656,AttackofthePuppetPeople(1958),Horror,Sci-Fi,,,,,,
6657,Beastfrom20,000Fathoms,The(1953),Sci-Fi,,,,,,,
6658,10(1979),Comedy,Romance,,,,,,
6659,Tremors(1990),Comedy,Horror,Sci-Fi,,,,,
6660,RedShoes,The(1948),Drama,Fantasy,Musical,Romance,,,,
6661,Me&IsaacNewton(1999),Documentary,,,,,,,
6662,PinkPanther,The(1963),Comedy,Crime,,,,,,
6663,PinkPantherStrikesAgain,The(1976),Comedy,Crime,,,,,,
6664,Commando(1985),Action,Adventure,,,,,,
6665,Dracula(1979),Horror,Romance,,,,,,
6666,DiscreetCharmoftheBourgeoisie,The(LeCharmediscretdelabourgeoisie)(1972),Comedy,Drama,Fantasy,,,,,
6667,Waco,,,,,,,,
6668,RoadHome,The(Wodefuqinmuqin)(1999),Drama,Romance,,,,,,
6669,Ikiru(1952),Drama,,,,,,,
6670,ComicBookVillains(2002),Comedy,,,,,,,
6671,AngelatMyTable,An(1990),Drama,,,,,,,
6672,WarPhotographer(2001),Documentary,,,,,,,
6673,Ay,Carmela!(¡Ay,Carmela!)(1990),Drama,War,,,,,,
6674,WarandPeace(JangAurAman)(2001),Documentary,War,,,,,,
6675,FarAway(Loin)(2001),Drama,,,,,,,
6676,IncidentatOglala(1992),Documentary,,,,,,,
6677,PredictionsofFire(PrerokbeOgnja)(1996),Documentary,,,,,,,
6678,Handmaid'sTale,The(1990),Drama,Sci-Fi,,,,,,
6679,RevolutionOS(2001),Documentary,,,,,,,
6680,LiveNudeGirlsUnite!(2000),Documentary,,,,,,,
6681,AlltheLittleAnimals(1998),Drama,Thriller,,,,,,
6682,Earth(1998),Drama,War,,,,,,
6683,Fire(1996),Drama,,,,,,,
6684,DeathinVenice(MorteaVenezia)(1971),Drama,Romance,,,,,,
6685,MarciX(2003),Comedy,Musical,,,,,,
6686,Medallion,The(2003),Action,Comedy,Crime,,,,,
6687,MyBoss'sDaughter(2003),Comedy,Romance,,,,,,
6688,AutumnSpring(Babíléto)(2001),Comedy,Drama,,,,,,
6689,BattleofShakerHeights,The(2003),Comedy,Drama,Romance,,,,,
6690,Don'tTemptMe(SinnoticiasdeDios)(2001),Comedy,Mystery,,,,,,
6691,Dust(2001),Drama,Western,,,,,,
6692,Stoked,,,,,,,,
6693,VenusBoyz(2001),Documentary,,,,,,,
6694,Suddenly(TandeRepente)(2002),Comedy,Drama,,,,,,
6695,JeepersCreepers2(2003),Horror,Thriller,,,,,,
6696,Bollywood/Hollywood(2002),Comedy,Drama,Musical,Romance,,,,
6697,CivilBrand(2002),Drama,,,,,,,
6698,Nola(2002),Drama,,,,,,,
6699,OnceUponaTimeintheMidlands(2002),Drama,,,,,,,
6700,OtherSideoftheBed,The(ElOtroLadodelaCama)(2002),Comedy,Drama,Musical,Romance,,,,
6701,ZeroDay(2002),Drama,,,,,,,
6702,DickieRoberts,,,,,,,,
6703,Order,The(2003),Horror,Mystery,Thriller,,,,,
6704,HomeRoom(2002),Drama,,,,,,,
6705,PartyMonster(2003),Comedy,Crime,Drama,Thriller,,,,
6706,TakingSides(2001),Drama,,,,,,,
6707,CabinFever(2002),Horror,Thriller,,,,,,
6708,MatchstickMen(2003),Comedy,Crime,Drama,,,,,
6709,OnceUponaTimeinMexico(2003),Action,Adventure,Crime,Thriller,,,,
6710,Dummy(2002),Comedy,Drama,Romance,,,,,
6711,LostinTranslation(2003),Comedy,Drama,Romance,,,,,
6712,Luster(2002),Comedy,Drama,Romance,,,,,
6713,MillenniumActress(Sennenjoyû)(2001),Animation,Drama,Romance,,,,,
6714,SoClose(ChikYeungTinSai)(2002),Action,Comedy,Romance,Thriller,,,,
6715,ChildrenoftheNight(1991),Horror,,,,,,,
6716,DaisyMiller(1974),Drama,,,,,,,
6717,EnlightenmentGuaranteed(ErleuchtungGarantiert)(2000),Comedy,Drama,,,,,,
6718,Gotcha!(1985),Comedy,,,,,,,
6719,HardtoHold(1984),Drama,Romance,,,,,,
6720,Kuffs(1992),Action,Comedy,Crime,,,,,
6721,OnceUponaTimeinChina(WongFei-hung)(1991),Action,Adventure,Drama,,,,,
6722,OnceUponaTimeinChinaII(WongFei-hungJiYi,,,,,,,,
6723,OnceUponaTimeinChinaIII(WongFei-hungtsisam,,,,,,,,
6724,PaperMoon(1973),Children,Comedy,Drama,,,,,
6725,Sgt.Pepper'sLonelyHeartsClubBand(1978),Adventure,Musical,,,,,,
6726,SongforMartin,A(EnSångförMartin)(2001),Drama,,,,,,,
6727,Targets(1968),Crime,Thriller,,,,,,
6728,UglyAmerican,The(1963),Drama,,,,,,,
6729,Bostonians,The(1984),Drama,Romance,,,,,,
6730,Convoy(1978),Action,Comedy,Drama,,,,,
6731,DayoftheDead(1985),Horror,Thriller,,,,,,
6732,Hello,Dolly!(1969),Comedy,Musical,Romance,,,,,
6733,I'mGoingHome(Jerentreàlamaison)(2001),Comedy,Drama,,,,,,
6734,MemoirsofanInvisibleMan(1992),Comedy,Sci-Fi,Thriller,,,,,
6735,Rose,The(1979),Drama,,,,,,,
6736,SeeNoEvil(1971),Crime,Drama,Horror,Thriller,,,,
6737,SuperSucker(2002),Comedy,,,,,,,
6738,IndiscretionofanAmericanWife(a.k.a.TerminalStation)(StazioneTermini)(1953),Drama,,,,,,,
6739,AtWarwiththeArmy(1950),Comedy,Musical,Romance,,,,,
6740,Bingo(1991),Adventure,Comedy,,,,,,
6741,GodtoldMeTo(1976),Crime,Horror,Mystery,Sci-Fi,Thriller,,,
6742,I,Madman(1989),Horror,,,,,,,
6743,JungleBook(1942),Action,Adventure,Fantasy,,,,,
6744,OnceBitten(1985),Comedy,Horror,,,,,,
6745,ShrimpontheBarbie,The(1990),Comedy,,,,,,,
6746,Squirm(1976),Horror,,,,,,,
6747,AdventuresofHuckleberryFinn,The(1960),Adventure,Children,,,,,,
6748,Brood,The(1979),Horror,,,,,,,
6749,PrinceandthePauper,The(1937),Adventure,Drama,,,,,,
6750,AnythingElse(2003),Comedy,Drama,Romance,,,,,
6751,ColdCreekManor(2003),Drama,Thriller,,,,,,
6752,FightingTemptations,The(2003),Drama,,,,,,,
6753,SecondhandLions(2003),Adventure,Children,Comedy,Drama,,,,
6754,Underworld(2003),Action,Fantasy,Horror,,,,,
6755,BubbaHo-tep(2002),Comedy,Horror,,,,,,
6756,Casadelosbabys(2003),Drama,,,,,,,
6757,Demonlover(2002),Crime,Drama,Mystery,Thriller,,,,
6758,EmeraldCowboy(2002),Documentary,Drama,,,,,,
6759,CloseYourEyes(a.k.a.Hypnotic)(a.k.a.DoctorSleep)(2002),Crime,Thriller,,,,,,
6760,InThisWorld(2002),Adventure,Drama,,,,,,
6761,Tibet,,,,,,,,
6762,Yossi&Jagger(2002),Drama,Romance,,,,,,
6763,Duplex(2003),Comedy,Crime,,,,,,
6764,Rundown,The(2003),Action,Adventure,Comedy,,,,,
6765,UndertheTuscanSun(2003),Comedy,Drama,Romance,,,,,
6766,CameraObscura(2000),Crime,Drama,Thriller,,,,,
6767,KartRacer(2002),Drama,,,,,,,
6768,Luther(2003),Drama,,,,,,,
6769,MamboItaliano(2003),Comedy,,,,,,,
6770,MyLifeWithoutMe(2003),Drama,Romance,,,,,,
6771,DormDaze(2003),Comedy,,,,,,,
6772,ToBeandtoHave(Êtreetavoir)(2002),Documentary,,,,,,,
6773,TripletsofBelleville,The(LesTriplettesdeBelleville)(2003),Animation,Comedy,Fantasy,,,,,
6774,Videodrome(1983),Fantasy,Horror,Sci-Fi,Thriller,,,,
6775,LifeandDebt(2001),Documentary,,,,,,,
6776,Lagaan,,,,,,,,
6777,JudgmentatNuremberg(1961),Drama,,,,,,,
6778,JourneyofHope(ReisederHoffnung)(1990),Drama,,,,,,,
6779,SameTime,NextYear(1978),Comedy,Drama,Romance,,,,,
6780,BriefHistoryofTime,A(1991),Documentary,,,,,,,
6781,JacobtheLiar(Jakob,derLügner)(1975),Drama,,,,,,,
6782,LeningradCowboysGoAmerica(1989),Comedy,Musical,,,,,,
6783,RulesoftheGame,The(LaRègledujeu)(1939),Comedy,Drama,,,,,,
6784,SongRemainstheSame,The(1976),Documentary,Musical,,,,,,
6785,SevenBridesforSevenBrothers(1954),Comedy,Musical,Romance,Western,,,,
6786,KissoftheSpiderWoman(1985),Drama,,,,,,,
6787,AllthePresident'sMen(1976),Drama,Thriller,,,,,,
6788,Angie(1994),Comedy,Drama,Romance,,,,,
6789,Apartment,The(L'Appartement)(1996),Drama,Mystery,Romance,,,,,
6790,Avalon(2001),Drama,Fantasy,Sci-Fi,,,,,
6791,Babette'sFeast(Babettesgæstebud)(1987),Drama,,,,,,,
6792,BarberofSiberia,The(Sibirskijtsiryulnik)(1998),Comedy,Drama,Romance,,,,,
6793,Beethoven(1992),Children,Comedy,,,,,,
6794,Beethoven's2nd(1993),Children,Comedy,,,,,,
6795,BlackMoonRising(1986),Action,Crime,Sci-Fi,Thriller,,,,
6796,BoyzNtheHood(1991),Crime,Drama,,,,,,
6797,Bugsy(1991),Crime,Drama,,,,,,
6798,BugsyMalone(1976),Children,Comedy,Crime,Musical,,,,
6799,BytheSword(1991),Drama,,,,,,,
6800,Cobra(1986),Action,Crime,,,,,,
6801,CommonWealth(LaComunidad)(2000),Comedy,Thriller,,,,,,
6802,ConsentingAdults(1992),Thriller,,,,,,,
6803,Phenomena(1985),Fantasy,Horror,Mystery,Thriller,,,,
6804,Crimewave(1985),Comedy,Crime,,,,,,
6805,CryingFreeman(1995),Action,Thriller,,,,,,
6806,TimeandTide(SeunlauNgaklau)(2000),Action,Crime,Thriller,,,,,
6807,MontyPython'sTheMeaningofLife(1983),Comedy,,,,,,,
6808,WhereEaglesDare(1968),Action,Adventure,War,,,,,
6809,Tightrope(1984),Thriller,,,,,,,
6810,SleepingwiththeEnemy(1991),Drama,Thriller,,,,,,
6811,PCU(1994),Comedy,,,,,,,
6812,Rookie,The(1990),Action,Comedy,Thriller,,,,,
6813,GhostandMr.Chicken,The(1966),Comedy,Romance,,,,,,
6814,CityHeat(1984),Action,Comedy,,,,,,
6815,IntotheNight(1985),Action,Comedy,Drama,Thriller,,,,
6816,ThreeO'ClockHigh(1987),Comedy,,,,,,,
6817,WhiteHunter,BlackHeart(1990),Adventure,Drama,,,,,,
6818,ComeandSee(Idiismotri)(1985),Drama,War,,,,,,
6819,RageinHarlem,A(1991),Crime,,,,,,,
6820,GingerSnaps(2000),Horror,Thriller,,,,,,
6821,MoreAmericanGraffiti(1979),Comedy,,,,,,,
6822,BalladofLittleJo,The(1993),Drama,Western,,,,,,
6823,UnderSuspicion(1992),Crime,Drama,Thriller,,,,,
6824,Ruby(1992),Crime,Drama,,,,,,
6825,ReluctantAstronaut,The(1967),Comedy,,,,,,,
6826,ShakiestGunintheWest,The(1968),Comedy,Western,,,,,,
6827,It'sPat(1994),Comedy,,,,,,,
6828,SundayintheCountry,A(Undimancheàlacampagne)(1984),Drama,,,,,,,
6829,GuninBettyLou'sHandbag,The(1992),Comedy,Mystery,,,,,,
6830,SuddenFear(1952),Film-Noir,Horror,Thriller,,,,,
6831,Nobody'sBaby(2001),Comedy,,,,,,,
6832,RegardingHenry(1991),Drama,,,,,,,
6833,Debut,The(2000),Comedy,Drama,,,,,,
6834,WilderNapalm(1993),Comedy,Fantasy,Romance,,,,,
6835,AlienContamination(1980),Action,Horror,Sci-Fi,,,,,
6836,AmazingTransparentMan,The(1960),Sci-Fi,,,,,,,
6837,LoveAffair(1939),Comedy,Drama,Romance,,,,,
6838,OnceintheLife(2000),Crime,Drama,,,,,,
6839,AllIWant(TrySeventeen)(2002),Comedy,Drama,Romance,,,,,
6840,Hospital,The(1971),Comedy,Drama,,,,,,
6841,Article99(1992),Comedy,Drama,,,,,,
6842,Images(1972),Drama,Fantasy,Horror,,,,,
6843,Eureka(1986),Drama,,,,,,,
6844,Oleanna(1994),Drama,,,,,,,
6845,Chattahoochee(1989),Drama,,,,,,,
6846,ToughGuysDon'tDance(1987),Drama,,,,,,,
6847,ThereGoesMyBaby(1994),Comedy,Drama,,,,,,
6848,KingdomoftheSpiders(1977),Horror,Sci-Fi,,,,,,
6849,Scrooge(1970),Drama,Fantasy,Musical,,,,,
6850,LeapofFaith(1992),Comedy,Drama,,,,,,
6851,Gas,Food,Lodging(1992),Drama,Romance,,,,,,
6852,InColdBlood(1967),Crime,Drama,,,,,,
6853,CampusMan(1987),Comedy,,,,,,,
6854,BedfordIncident,The(1965),Drama,Thriller,War,,,,,
6855,MurderousMaids(LesBlessuresAssassines)(2000),Drama,,,,,,,
6856,YankeeDoodleDandy(1942),Drama,Musical,,,,,,
6857,NinjaScroll(Jûbeininpûchô)(1995),Action,Adventure,Animation,Fantasy,,,,
6858,KnifeintheWater(Nózwwodzie)(1962),Drama,,,,,,,
6859,DevilandDanielWebster,The(1941),Drama,Fantasy,,,,,,
6860,Mobsters(1991),Crime,Drama,,,,,,
6861,CharlotteSometimes(2002),Drama,Romance,,,,,,
6862,OutofTime(2003),Crime,Drama,Thriller,,,,,
6863,SchoolofRock(2003),Comedy,Musical,,,,,,
6864,ConcertforGeorge,The(2003),Documentary,Musical,,,,,,
6865,Event,The(2003),Drama,,,,,,,
6866,NineDeadGayGuys(2003),Comedy,Crime,,,,,,
6867,StationAgent,The(2003),Comedy,Drama,,,,,,
6868,Wonderland(2003),Crime,Drama,Mystery,Thriller,,,,
6869,Bus174(Ônibus174)(2002),Documentary,,,,,,,
6870,MysticRiver(2003),Crime,Drama,Mystery,,,,,
6871,GoodBoy!(2003),Children,Comedy,Sci-Fi,,,,,
6872,HouseoftheDead,The(2003),Action,Horror,Mystery,Thriller,,,,
6873,IntolerableCruelty(2003),Comedy,Romance,,,,,,
6874,KillBill,,,,,,,,
6875,Dopamine(2003),Comedy,Drama,Romance,,,,,
6876,FlowerofEvil,The(LaFleurduMal)(2003),Drama,,,,,,,
6877,GirlsWillBeGirls(2003),Comedy,,,,,,,
6878,PornTheater(LaChatteàdeuxtêtes)(2002),Drama,,,,,,,
6879,RunawayJury(2003),Drama,Thriller,,,,,,
6880,TexasChainsawMassacre,The(2003),Horror,,,,,,,
6881,PiecesofApril(2003),Comedy,Drama,,,,,,
6882,Returner(Ritaanaa)(2002),Action,Adventure,Sci-Fi,,,,,
6883,Sylvia(2003),Drama,Romance,,,,,,
6884,VeronicaGuerin(2003),Crime,Drama,Thriller,,,,,
6885,IntheCut(2003),Crime,Drama,Mystery,Romance,Thriller,,,
6886,BeyondBorders(2003),Drama,Romance,War,,,,,
6887,Radio(2003),Drama,,,,,,,
6888,ScaryMovie3(2003),Comedy,Horror,,,,,,
6889,BrotherBear(2003),Adventure,Animation,Children,,,,,
6890,Elephant(2003),Drama,Thriller,,,,,,
6891,Gypsy83(2001),Drama,,,,,,,
6892,SingingDetective,The(2003),Comedy,Drama,Musical,Mystery,,,,
6893,ItalianJob,The(1969),Action,Comedy,Crime,,,,,
6894,Impulse(1984),Mystery,Sci-Fi,Thriller,,,,,
6895,Normal(2003),Drama,,,,,,,
6896,Shoah(1985),Documentary,War,,,,,,
6897,UnconditionalLove(2002),Comedy,Drama,,,,,,
6898,SweetSixteen(2002),Drama,,,,,,,
6899,AlienfromL.A.(1988),Sci-Fi,,,,,,,
6900,BlackSunday(1977),Action,Drama,Thriller,,,,,
6901,MenofRespect(1991),Crime,Drama,Thriller,,,,,
6902,Interstate60(2002),Adventure,Comedy,Drama,,,,,
6903,Lipstick(1976),Drama,,,,,,,
6905,Storyville(1992),Drama,Thriller,,,,,,
6906,ThatWasThen...ThisIsNow(1985),Drama,,,,,,,
6907,HolyMatrimony(1994),Comedy,Crime,,,,,,
6908,BlackScorpion,The(1957),Sci-Fi,,,,,,,
6909,Eye,The(Jiangui)(2002),Thriller,,,,,,,
6910,Kronos(a.k.a.CaptainKronos,,,,,,,,
6911,JolsonStory,The(1946),Musical,,,,,,,
6912,You'llNeverGetRich(1941),Comedy,Musical,Romance,,,,,
6913,FrankensteinandtheMonsterfromHell(1974),Horror,,,,,,,
6914,PreachingtothePerverted(1997),Comedy,Drama,,,,,,
6915,ChicagoJoeandtheShowgirl(1990),Drama,,,,,,,
6916,MagicSword,The(1962),Drama,Fantasy,,,,,,
6917,PromisedLand(1987),Drama,,,,,,,
6918,Unvanquished,The(Aparajito)(1957),Drama,,,,,,,
6919,HiredHand,The(1971),Western,,,,,,,
6920,RedCircle,The(LeCercleRouge)(1970),Crime,Thriller,,,,,,
6921,ManofMarble(CzlowiekzMarmuru)(1977),Drama,,,,,,,
6923,SherlockHolmesandtheVoiceofTerror(1942),Crime,Mystery,,,,,,
6924,SherlockHolmesFacesDeath(1943),Crime,Mystery,,,,,,
6925,SherlockHolmesinWashington(1943),Crime,Mystery,,,,,,
6926,SolidGoldCadillac,The(1956),Comedy,,,,,,,
6927,HumanStain,The(2003),Drama,Romance,Thriller,,,,,
6928,Die,Mommie,Die(2003),Comedy,,,,,,,
6929,Dirt(2001),Comedy,Crime,,,,,,
6930,Girlhood(2003),Documentary,,,,,,,
6931,MailOrderBride(2003),Comedy,,,,,,,
6932,ShatteredGlass(2003),Crime,Drama,,,,,,
6933,SuspendedAnimation(2001),Thriller,,,,,,,
6934,MatrixRevolutions,The(2003),Action,Sci-Fi,Thriller,,,,,
6935,RevolutionWillNotBeTelevised,The(a.k.a.Chavez,,,,,,,,
6936,Elf(2003),Children,Comedy,Fantasy,,,,,
6937,AnythingButLove(a.k.a.StandardTime)(2002),Musical,Romance,,,,,,
6938,BillabongOdyssey(2003),Documentary,,,,,,,
6939,GloomySunday(EinLiedvonLiebeundTod)(1999),Drama,Romance,,,,,,
6940,InMySkin(DansmaPeau)(2002),Drama,,,,,,,
6941,JustanAmericanBoy(2003),Documentary,,,,,,,
6942,LoveActually(2003),Comedy,Drama,Romance,,,,,
6943,LoveForbidden(Défensed'aimer)(2002),Drama,,,,,,,
6944,FatheroftheBride(1991),Comedy,,,,,,,
6945,MyArchitect,,,,,,,,
6946,LooneyTunes,,,,,,,,
6947,MasterandCommander,,,,,,,,
6948,Tupac,,,,,,,,
6949,BigEmpty,The(2003),Comedy,,,,,,,
6950,Missing,The(2003),Drama,Western,,,,,,
6951,CatintheHat,The(2003),Children,Comedy,,,,,,
6952,Gothika(2003),Horror,Thriller,,,,,,
6953,21Grams(2003),Drama,Mystery,Romance,,,,,
6954,BarbarianInvasions,The(InvasionsBarbares,Les)(2003),Comedy,Drama,,,,,,
6955,Blindness(2003),Drama,Thriller,,,,,,
6956,BlueGateCrossing(LansedaMen)(2002),Drama,Romance,,,,,,
6957,BadSanta(2003),Comedy,Crime,,,,,,
6958,HauntedMansion,The(2003),Children,Comedy,Fantasy,Horror,,,,
6959,Timeline(2003),Adventure,Fantasy,Sci-Fi,,,,,
6960,Marquis(1989),Drama,,,,,,,
6961,Damage(Fatale)(1992),Drama,,,,,,,
6962,OT,,,,,,,,
6963,Devil'sPlayground(2002),Documentary,,,,,,,
6964,DancewithaStranger(1985),Crime,Drama,Thriller,,,,,
6965,JourneyswithGeorge(2002),Documentary,,,,,,,
6966,Darkman(1990),Action,Crime,Horror,Sci-Fi,Thriller,,,
6967,DeadofNight(1945),Horror,Mystery,,,,,,
6968,DeathMachine(1995),Action,Sci-Fi,,,,,,
6969,LastBattle,The(LeDernierCombat)(1983),Drama,Sci-Fi,,,,,,
6970,DeskSet(1957),Comedy,Romance,,,,,,
6971,Zentropa(Europa)(1991),Drama,Thriller,,,,,,
6972,WatermelonWoman,The(1996),Documentary,Drama,,,,,,
6973,FinalAnalysis(1992),Drama,Romance,Thriller,,,,,
6974,Freshman,The(1990),Comedy,Crime,,,,,,
6975,FunnyGames(1997),Drama,Horror,Thriller,,,,,
6976,TalesfromtheCrypt(1972),Horror,,,,,,,
6977,NewJackCity(1991),Action,Crime,Drama,,,,,
6978,Slacker(1991),Comedy,Drama,,,,,,
6979,WarGames(1983),Drama,Sci-Fi,Thriller,,,,,
6980,Mr.HobbsTakesaVacation(1962),Comedy,,,,,,,
6981,Word,The(Ordet)(1955),Drama,,,,,,,
6982,ForbiddenGames(Jeuxinterdits)(1952),Drama,War,,,,,,
6983,JaneEyre(1944),Drama,Romance,,,,,,
6984,TaleofTwoCities,A(1935),Drama,,,,,,,
6985,PassionofJoanofArc,The(LaPassiondeJeanned'Arc)(1928),Drama,,,,,,,
6986,Ben-Hur,,,,,,,,
6987,CabinetofDr.Caligari,The(DasCabinetdesDr.Caligari.)(1920),Crime,Drama,Fantasy,Film-Noir,Horror,,,
6988,BrokenBlossoms(1919),Drama,Romance,,,,,,
6989,GorkyPark(1983),Crime,Drama,Thriller,,,,,
6990,GreatTrainRobbery,The(a.k.a.FirstGreatTrainRobbery,The)(1979),Action,Adventure,Comedy,Crime,Drama,,,
6991,Greystoke,,,,,,,,
6992,GuardingTess(1994),Comedy,Drama,,,,,,
6993,HannahandHerSisters(1986),Comedy,Drama,Romance,,,,,
6994,HardWay,The(1991),Action,Comedy,,,,,,
6995,HerculesinNewYork(1970),Action,Comedy,Fantasy,,,,,
6996,HighlanderII,,,,,,,,
6997,Hoffa(1992),Crime,Drama,,,,,,
6998,HouseofCards(1993),Drama,,,,,,,
6999,HouseSitter(1992),Comedy,Romance,,,,,,
7000,HudsonHawk(1991),Action,Adventure,Comedy,,,,,
7001,InvasionoftheBodySnatchers(1978),Horror,Mystery,Sci-Fi,Thriller,,,,
7002,Mindwalk(1990),Drama,,,,,,,
7003,Kafka(1991),Drama,Sci-Fi,Thriller,,,,,
7004,KindergartenCop(1990),Action,Comedy,Crime,Thriller,,,,
7005,KingRalph(1991),Comedy,,,,,,,
7006,KnightMoves(1992),Mystery,Thriller,,,,,,
7007,LastBoyScout,The(1991),Action,Comedy,Crime,Drama,Thriller,,,
7008,LastTangoinParis(UltimotangoaParigi)(1972),Drama,Romance,,,,,,
7009,Lorenzo'sOil(1992),Drama,,,,,,,
7010,Lover,The(Amant,L')(1992),Drama,Romance,,,,,,
7011,Bullfighter,The(Matador)(1986),Comedy,Drama,,,,,,
7012,Mr.Destiny(1990),Comedy,Fantasy,,,,,,
7013,NightoftheHunter,The(1955),Drama,Film-Noir,Thriller,,,,,
7014,NowheretoRun(1993),Action,Romance,,,,,,
7015,OnlytheLonely(1991),Comedy,Romance,,,,,,
7016,OvertheTop(1987),Action,Drama,,,,,,
7017,Passenger57(1992),Action,Thriller,,,,,,
7018,PresumedInnocent(1990),Crime,Drama,Thriller,,,,,
7019,ProjectX(1987),Comedy,Drama,,,,,,
7020,Proof(1991),Comedy,Drama,Romance,,,,,
7021,PureLuck(1991),Comedy,Crime,,,,,,
7022,BattleRoyale(BatoruRowaiaru)(2000),Action,Drama,Horror,Sci-Fi,Thriller,,,
